Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Creator;Reference;Attributions;Update frequency;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score
vacunacion-covid-19-por-edad-sexo-y-provincia-campana-23-24;False;Vacunación COVID-19 por edad sexo y provincia Campaña 23/24;"<p>Información sobre dosis suministradas por sexo, edad y provincia.</p><p style=""font-family: sans-serif;"">Con motivo del final de la campaña de vacunación, el 03/03/2024, el último dato publicado corresponde al día 08/03/2024.</p><p style=""""><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 13.328px;'>La a</span><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"" style=""font-size: 0.875rem;"">ctualización es semanal: los viernes</font><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.833rem;'>.</span><br></p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif""><span style=""font-size: 13.328px;"">Las coberturas de vacunación se calculan con la población de Cifras de Población INE a 01/01/2022.</span></font><br></p>";Salud;"COVID-19;coronavirus";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2024-03-08T11:17:41.665000+01:00;2026-08-14T13:59:48.758000+02:00;Junta de Castilla y León;;;;4840;307938;0;15449;131;0;0;4.6
vacunacion-covid-19-por-edad-sexo-y-provincia-campana-2425;False;Personas vacunadas de COVID-19 por edad, sexo, provincia y fecha de vacunación Campaña 24/25;<p>Información sobre dosis suministradas por sexo, edad y provincia. Campaña 2024-2025</p>;Salud;"COVID-19;coronavirus";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2025-03-24T10:54:49.956000+01:00;2026-08-06T12:27:12.629000+02:00;Junta de Castilla y León;;;;5060;322844;0;10160;274;0;0;4.1
vacunacion-covid-19-por-edad-sexo-y-provincia-campana-2526;False;Vacunación COVID-19 por edad sexo y provincia Campaña 25/26;"<p><span style=""font-weight: bolder; color: rgb(86, 86, 86); font-family: lora, Helvetica, Arial, sans-serif;"">La campaña de vacunación 2025/2026 finalizó el 23 de marzo de 2026.</span></p><p>Información sobre dosis suministradas por sexo, edad y provincia.</p><p style=""""><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 13.328px;'>La a</span><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"" style=""font-size: 0.875rem;"">ctualización es semanal: los lunes</font><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.833rem;'>.</span><br></p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif""><span style=""font-size: 13.328px;"">Las coberturas de vacunación se calculan con la población de Cifras de Población INE a 01/01/2022.</span></font><br></p>";Salud;"COVID-19;coronavirus";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2026-03-27T09:07:18.356000+01:00;2026-08-06T12:17:05.745000+02:00;Junta de Castilla y León;;;;5060;323185;0;43517;314;0;0;7.7
vacunacion-covid-19-por-grupo-y-criterio;False;Vacunación COVID-19 por grupo y criterio;"<p>Datos sobre dosis administradas por grupo y criterio de vacunación.</p><p><span style=""font-weight: bolder; font-family: lora, Helvetica, Arial, sans-serif; background-color: rgb(255, 243, 205);"">Desde el 5 de octubre de 2023, con motivo del inicio de la campaña de vacunación 2023/2024, se publican datos solo de la presente campaña en un nuevo dataset: </span><a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/vacunacion-covid-19-por-grupo-y-criterio-campana-23-24/table"" target=""_blank"">Vacunación COVID-19 por grupo y criterio Campaña 23/24</a><font face=""lora, Helvetica, Arial, sans-serif""><span style=""font-weight: bolder;""></span></font><span style=""font-size: 0.875rem; background-color: rgb(255, 243, 205); font-family: lora, Helvetica, Arial, sans-serif; font-weight: bolder;"">.</span><br></p><p><b>Desde el 1 de abril de 2022 los datos de la columna ""personas_vacunadas_3a_dosis_acumulado"" hace referencia a todas las dosis de refuerzo y no solo a las de la tercera dosis</b></p><p><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 13.328px;'>Desde el 15 de marzo de 2022</span><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 13.328px;'> la a</span><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"" style=""font-size: 0.875rem;"">ctualización es semanal: los viernes</font><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.833rem;'>.</span><br></p><p style=""font-family: lora, Helvetica, Arial, sans-serif;"">Desde el 25 de marzo de 2022 se consideran personas con pauta completa si cumplen alguna de las siguientes condiciones:</p><ul style=""list-style: none; margin-top: 10px; color: rgb(86, 86, 86); font-family: lora, Helvetica, Arial, sans-serif;""><li style=""margin: 0px 0px 1em; list-style-type: none;"">- Personas con 1 dosis de la vacuna Janssen o 2 dosis espaciadas con los intervalos entre dosis adecuados según vacuna.</li><li style=""margin: 0px 0px 1em; list-style-type: none;"">- Personas menores de 65 años con 1 dosis que previamente habían pasado la enfermedad.</li><li style=""margin: 0px 0px 1em; list-style-type: none;"">- Personas con patología de algo riesgo con 3 dosis espaciadas con los intervalos entre dosis adecuados según vacuna.</li></ul><p><br></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2023-09-05T12:28:27.454000+02:00;2026-07-31T08:36:42.097000+02:00;Junta de Castilla y León;;;;47679;3616906;0;2068504;28921;0;0;55.5
vacunacion-covid-19-por-grupo-y-criterio-campana-23-24;False;Vacunación COVID-19 por grupo y criterio Campaña 23/24;"<p>Datos sobre dosis administradas por grupo y criterio de vacunación.</p><p style=""font-family: sans-serif;"">Con motivo del final de la campaña de vacunación, el 03/03/2024, el último dato publicado corresponde al día 08/03/2024.</p><ul style=""margin-top:0pt"" type=""disc"">
<li class=""MsoNormal"">La vacunación frente a COVID-19 se realizará con las
     nuevas vacunas adaptadas, salvo circunstancias particulares.</li><li class=""MsoNormal"">En las personas que tienen contraindicadas las vacunas
     de ARNm frente a COVID-19 se podrán administrar las vacunas de proteínas
     disponibles.<o:p></o:p></li>
<li class=""MsoNormal"">La vacunación frente a COVID-19 en la población diana
     se recomienda independientemente del número de dosis recibidas con
     anterioridad (incluso ninguna dosis previa). Se respetará un intervalo de
     al menos 3 meses desde la última dosis administrada o desde la última
     infección.<o:p></o:p></li>
<li class=""MsoNormal"">En las personas diana de vacunación, se administrará
     una sola dosis de vacuna frente a COVID-19, salvo en personas en edad
     pediátrica o con inmunosupresión grave que pueden requerir otras pautas.</li></ul><p><br></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2024-03-08T11:17:38.147000+01:00;2026-08-14T14:11:05.152000+02:00;Junta de Castilla y León;;;;2178;143998;0;4004;88;0;0;2.5
vacunacion-covid-19-por-grupo-y-criterio-campana-2425;False;Vacunación COVID-19 por grupo y criterio Campaña 24/25;<p>Datos sobre dosis administradas por grupo y criterio de vacunación. Campaña 2024-2025</p><p><br></p>;Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2025-03-24T10:54:09.684000+01:00;2026-08-06T12:52:40.037000+02:00;Junta de Castilla y León;;;;2277;150383;0;2195;261;0;0;2.4
vacunacion-covid-19-por-grupo-y-criterio-campana-2526;False;Vacunación COVID-19 por grupo y criterio Campaña 25/26;"<p><span style=""font-weight: bolder; color: rgb(86, 86, 86); font-family: lora, Helvetica, Arial, sans-serif;"">La campaña de vacunación 2025/2026 finalizó el 23 de marzo de 2026.</span></p><p>Datos sobre dosis administradas por grupo y criterio de vacunación. Campaña 2025-2026.</p><p><br></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Madrid;2021-02-02T10:36:51+01:00;2026-03-27T09:06:51.833000+01:00;2026-08-06T12:31:05.716000+02:00;Junta de Castilla y León;;;;2277;150561;0;1779;286;0;0;2.3
limites-municipales-de-castilla-y-leon-recintos;False;Límites municipales de Castilla y León: recintos;"<p><span style=""font-size: 12.495px;"">Representación cartográfica de las unidades administrativas municipales oficiales de Castilla y León. Delimitación administrativa de los municipios de Castilla y León a partir de las líneas-límite oficiales del Instituto Geográfico Nacional (IGN).Constituye una de las cartografías básicas de referencia de la Comunidad Autónoma de Castilla y León.</span><br></p>";Medio ambiente;Unidades administrativas;LICENCIA-IGCYL-NC;es;Europe/Madrid;2021-01-28T07:50:51.892000+01:00;2021-01-28T07:50:51.892000+01:00;2026-08-05T11:07:04.514000+02:00;Junta de Castilla y León;;;;2298;12394869;0;24872209;1734;0;0;162.8
dosis-vacunas-covid-19-campana-22-23;False;Dosis vacunas COVID-19 Campaña 22/23;"<p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2022/2023</span></p>";;;;es;;2021-01-04T10:44:55+01:00;2023-10-23T15:41:47.782000+02:00;2026-08-14T14:05:24.252000+02:00;;;;;1140;92082;0;90588;125;0;0;10.3
dosis-vacunas-covid-19-campana-23-24;False;Dosis vacunas COVID-19 Campaña 23/24;"<p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2023/2024</span></p><p style=""font-family: sans-serif; margin-bottom: 1em;"">Con motivo del final de la campaña de vacunación, el 03/03/2024, el último dato publicado corresponde al día 08/03/2024.</p>";;;;es;;2021-01-04T10:44:55+01:00;2024-03-08T11:17:45.376000+01:00;2026-08-14T14:09:51.061000+02:00;;;;;220;14982;0;19251;94;0;0;5.0
dosis-vacunas-covid-19-campana-2425;False;Dosis administradas de vacunas COVID-19 Campaña 24/25;"<p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2024/2025</span></p>";;;;es;;2021-01-04T10:44:55+01:00;2025-03-24T10:53:18.785000+01:00;2026-08-05T13:22:51.920000+02:00;;;;;230;15505;0;16882;475;0;0;5.4
dosis-vacunas-covid-19-campana-2526;False;Dosis vacunas COVID-19 Campaña 25/26;"<p><span style=""font-weight: bolder; color: rgb(86, 86, 86); font-family: lora, Helvetica, Arial, sans-serif;"">La campaña de vacunación 2025/2026 finalizó el 23 de marzo de 2026.</span><span style=""font-size: 0.875rem;""></span></p><p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2025/2026.</span></p>";;;;es;;2021-01-04T10:44:55+01:00;2026-03-27T09:06:17.308000+01:00;2026-08-06T12:40:31.426000+02:00;;;;;230;19329;0;85500;273;0;0;10.3
dosis-vacunas-gripe-campana-23-24;False;Dosis vacunas GRIPE Campaña 23/24;"<p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2023/2024</span></p><p style=""font-family: sans-serif; margin-bottom: 1em;"">Con motivo del final de la campaña de vacunación, el 03/03/2024, el último dato publicado corresponde al día 04/03/2024.</p>";Salud;;CC BY 4.0 ES;es;;2021-01-04T10:44:55+01:00;2024-03-11T09:45:11.138000+01:00;2026-08-05T13:06:46.770000+02:00;Junta Castilla y León;;;;220;22083;0;15619;498;0;0;5.2
dosis-vacunas-gripe-campana-2425;False;Dosis vacunas GRIPE Campaña 24/25;"<p><span style=""font-size: 0.875rem;"">Información sobre dosis suministradas y personas vacunadas por provincia en la campaña 2024/2025</span></p>";Salud;;CC BY 4.0 ES;es;;2021-01-04T10:44:55+01:00;2025-03-24T14:08:35.649000+01:00;2026-08-05T13:21:24.583000+02:00;Junta Castilla y León;;;;250;31801;0;29767;392;0;0;6.6
solicitudes-ertes-cnaes-provincia;False;Solicitudes de ERTEs por CNAEs y provincia (Marzo-Septiembre 2020);"<p class=""MsoNormal"">Relación de solicitudes de ERTEs por CNAE y por provincia correspondientes al Real Decreto-ley 8/2020, de 17 de marzo. Actualización mensual.</p><p class=""MsoNormal""><span style=""font-family: inherit; font-size: 0.833rem;"">En las provincias de Ávila y Palencia el dato de ERTEs por fuerza mayor incluye los ERTEs por cualquier causa.</span><br></p><p class=""MsoNormal""><span style=""font-size: 12.495px;"">A partir del 1 de Octubre de 2020 se interrumpe la actualización de este dataset debido a un cambio en el criterio de clasificación de los datos y la información posterior a esas fechas se publica en <a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/solicitudes-de-ertes-por-cnaes-y-provincia-octubre-actualidad/"">Solicitudes de ERTEs por CNAEs y provincia (Octubre-actualidad</a>.</span></p>";Empleo;"COVID-19;coronavirus";CC BY 4.0 ES;es;;2020-12-03T10:47:45.157000+01:00;2020-12-03T10:47:45.157000+01:00;2026-07-31T08:26:34.663000+02:00;Junta de Castilla y León;;;;880;129549;0;50488;32968;0;0;17.0
situacion-de-solicitudes-de-ertes-coronavirus;False;Situación de solicitudes de ERTEs coronavirus (Marzo-Septiembre 2020);"<p><span style=""font-size: 12.495px;"">Situación de los ERTES por fuerza mayor derivada de las crisis del COVID-19 en Castilla y León, incluyendo datos como la fecha de la solicitud, la provincia y el número de trabajadores afectados. </span></p><p><span style=""font-family: inherit;"">D</span><span style=""font-family: inherit; font-size: 0.833rem;"">atos desde el 19 de marzo de 2020 correspondientes al </span><span style=""font-size: 12.495px;"">Real Decreto-ley 8/2020, de 17 de marzo</span><span style=""font-family: inherit; font-size: 0.833rem;"">. Actualización semanal.</span></p><p><span style=""font-size: 12.495px;"">A partir del 1 de Octubre se interrumpe la actualización de este dataset y la situación de solicitudes de ERTES por coronavirus se publica más pormenorizada en <a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/situacion-de-solicitudes-de-ertes-coronavirus-octubre/table/"">situación de solicitudes de ERTEs coronavirus (Octubre-actualidad)</a> , diferenciando los ERTES solicitados por impedimento, limitaciones de actividad o ETOP, así como los trabajadores afectados en cada caso.</span><br></p><p><span style=""font-size: 12.495px;"">Nota: Los datos del 19/03/2020 corresponden a los acumulados desde el día 16/03/2020.</span></p><p><span style=""font-size: 12.495px;"">Los datos que hasta el 19 de junio aparecían atribuidos al Ministerio de Trabajo y Economía Social, aparecen actualmente asignados a la autoridad laboral competente (provincia) que corresponda. Los datos a fecha 26 de junio han sido revisados y depurados, por lo que pueden apreciarse algunas diferencias con respecto a los datos históricos existentes.<br></span></p>";Empleo;"COVID-19;coronavirus";CC BY 4.0 ES;es;;2020-11-16T12:10:12.166000+01:00;2020-11-16T12:10:12.166000+01:00;2026-07-31T08:19:56.109000+02:00;Junta de Castilla y León;;;;829;45530;0;172909;38685;0;0;24.0
indicadores-de-riesgo-covid-19-por-municipios-250322;False;Indicadores de riesgo COVID-19 por municipios desde el 25-03-22;"<p>Los indicadores principales para la evaluación del riesgo, obtenidos conforme a la nueva <a href=""https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Nueva_estrategia_vigilancia_y_control.pdf"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank"">estrategia de vigilancia y control frente a COVID-19 tras la fase aguda de la pandemia</a> aprobada por la Comisión de Salud Pública del Consejo Interterritorial del Sistema Nacional de Salud el 25 de marzo de 2022, permiten realizar una evaluación en cada territorio, dirigida a detectar niveles de riesgo para la población.</p><p>Actualización 2 días a la semana: martes y viernes</p>";;;;es;;2020-11-04T11:24:19+01:00;2025-04-10T13:16:31.939000+02:00;2026-08-05T11:44:56.693000+02:00;Junta de Castilla y León;;;;649672;67515349;0;3140735;945;0;0;58.7
indicadores-de-riesgo-covid-19-por-provincias;False;Indicadores de riesgo COVID-19 por provincias hasta el 24-03-22;"<p>Los indicadores principales para la evaluación del riesgo, acordados en el Consejo Interterritorial del Sistema Nacional de Salud, permiten realizar una evaluación en cada territorio, dirigida a detectar niveles de riesgo para la población.</p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif""><b>Actualización:</b> A fecha 31 de marzo de 2022 se deja de publicar por aprobarse una nueva estrategia el 25 de marzo de 2022 que cambia de indicadores. En su lugar se publica un nuevo dataset: </font><a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/indicadores-de-riesgo-covid-19-por-provincias-250222"" target=""_blank"">https://analisis.datosabiertos.jcyl.es/explore/dataset/indicadores-de-riesgo-covid-19-por-provincias-250222</a></p><p><span style=""font-family: inherit; font-size: 12.495px;"">Desde el 26 de agosto de 2021 se empiezan a contabilizar las reinfecciones en los datos que se suministran diariamente, lo que supone un leve incremento en las cifras de incidencia, tanto actuales como previas. E</span><span style=""font-family: inherit; font-size: 0.875rem;"">ste procedimiento es el que se emplea también en los datos que publica el Ministerio de Sanidad.</span><br></p><p>Desde el 20 de enero de 2022 los indicadores de riesgo se calculan con la población a 01/01/2021 de la Estadística de Padrón Continuo publicada por el INE.<br></p><p><span style=""font-size: 12.495px; font-family: inherit;"">NOTA: A partir del 22 de septiembre de 2021 la valoración del indicador del nivel de alerta es ""Riesgo controlado""</span><br></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Berlin;2020-10-30T07:12:23+01:00;2022-06-27T12:51:27.108000+02:00;2026-07-31T09:28:10.811000+02:00;Junta de Castilla y León;;;;41246;6636917;0;52249021;19932;0;1;240.3
indicadores-de-riesgo-covid-19-por-provincias-250322;False;Indicadores de riesgo COVID-19 por provincias desde el 25-03-22;"<p>Los indicadores principales para la evaluación del riesgo, obtenidos conforme a la nueva <a href=""https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Nueva_estrategia_vigilancia_y_control.pdf"" target=""_blank"">estrategia de vigilancia y control frente a COVID-19 tras la fase aguda de la pandemia</a> aprobada por la Comisión de Salud Pública del Consejo Interterritorial del Sistema Nacional de Salud el 25 de marzo de 2022, permiten realizar una evaluación en cada territorio, dirigida a detectar niveles de riesgo para la población.</p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"" style=""font-size: 0.875rem;"">Actualización 2 días a la semana: martes y viernes</font><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.833rem;'>.</span></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Berlin;2020-10-30T07:12:23+01:00;2025-04-10T13:09:04.364000+02:00;2026-08-05T12:54:58.209000+02:00;Junta de Castilla y León;;;;107100;18903237;0;11656135;1210;0;0;111.8
calderas;False;Instalaciones de calefacción y ACS con sala de calderas;"<p><span style=""font-size: 12.495px;"">Relación de cuartos de calderas de calefacción y ACS (vía pública y número) con estos datos:</span></p><ul><li><span style=""font-size: 12.495px;"">Ubicación de la instalación (Provincia, municipio, localidad, tipo, calle, número, CP),</span></li><li><span style=""font-size: 12.495px;"">Instalación individual o centralizada</span></li><li><span style=""font-size: 12.495px;"">Tipo de instalación (edificio, unifamiliar, industria, lpc ….)</span></li><li><span style=""font-size: 12.495px;"">Energía utilizada</span></li><li><span style=""font-size: 12.495px;"">Potencia calor KW</span></li></ul>";Energía;"energía;industrias;calderas";CC BY 4.0 ES;es;Europe/Madrid;2020-10-19T13:59:52.391000+02:00;2020-10-19T13:59:52.391000+02:00;2026-08-06T12:59:04.361000+02:00;Junta de Castilla y León;;;;5062;501892;0;19025;247;0;0;5.3
censo-de-superficies-agrarias-en-castilla-y-leon;False;Censo de superficies agrarias en Castilla y León;Superficies agrarias por provincias y tipo en Castilla y León. Datos desde el año 1989;Medio rural y pesca;"censos;agrarios;superficies";CC BY 4.0 ES;es;Europe/Madrid;2020-10-05T14:12:53.236000+02:00;2020-10-05T14:12:53.236000+02:00;2026-08-05T13:02:38.705000+02:00;Junta de Castilla y León;;;;27;1692;0;12725;544;0;0;4.9
suministros-material-sanitario;False;Suministros material sanitario;<p>Información del suministros de material sanitario, número de existencias y consumo semanal.</p><p>Actualización mensual: el último viernes laborable de cada mes.</p>;Salud;coronavirus;CC BY 4.0 ES;es;Europe/Madrid;2020-09-24T15:16:18+02:00;2022-04-29T15:05:25.696000+02:00;2026-08-05T13:01:12.973000+02:00;Junta de Castilla y León;;;;1032;64651;0;2811743;1134;0;0;55.8
